ESSAY_ID,REAL_SCORE,PRED_SCORE
ESSAY_53020,71.74571428571429,82.39428571428572
ESSAY_40915,78.49238095238096,54.27238095238094
ESSAY_39201,68.12095238095239,70.63142857142857
ESSAY_57151,73.03428571428572,80.50952380952381
ESSAY_47078,63.32190476190476,76.90095238095239
ESSAY_62685,78.80666666666666,83.00095238095238
ESSAY_39647,58.09333333333333,63.768571428571434
ESSAY_38058,86.55904761904762,72.4095238095238
ESSAY_45686,69.1552380952381,70.03142857142856
ESSAY_33544,79.51904761904761,73.62952380952382
ESSAY_62513,69.00095238095238,77.10952380952381
ESSAY_33529,67.24095238095238,86.46571428571428
ESSAY_62677,69.88285714285715,83.81428571428572
ESSAY_66682,70.63333333333333,76.37142857142858
ESSAY_40922,91.64,64.34190476190477
ESSAY_48703,85.99333333333334,84.6495238095238
ESSAY_57223,96.47999999999999,75.64285714285714
ESSAY_47599,68.61333333333334,79.7695238095238
ESSAY_45044,78.36666666666666,78.66952380952381
ESSAY_41759,85.11333333333334,82.81428571428572
ESSAY_47389,76.83714285714287,57.95047619047618
ESSAY_38452,79.78095238095239,87.60095238095239
ESSAY_50476,79.81238095238095,63.67523809523809
ESSAY_66155,70.74,72.71428571428571
ESSAY_66780,67.23904761904762,63.768571428571434
ESSAY_62690,75.33904761904762,66.8047619047619
ESSAY_50272,62.233333333333334,80.14285714285714
ESSAY_48690,82.03333333333333,79.38952380952381
ESSAY_45079,89.82761904761905,78.71428571428571
ESSAY_45576,54.08095238095238,70.31142857142856
ESSAY_62619,88.68571428571428,86.06571428571428
ESSAY_33563,84.10761904761905,77.54285714285714
ESSAY_35254,67.18333333333334,78.81666666666668
ESSAY_80256,74.16222222222223,74.09555555555555
ESSAY_38145,68.44222222222223,66.37
ESSAY_51327,78.14666666666668,85.99
ESSAY_38155,81.56888888888889,91.17888888888889
ESSAY_62270,93.28999999999999,92.80777777777777
ESSAY_55624,98.20333333333333,92.74777777777778
ESSAY_51204,72.24333333333334,89.01555555555555
ESSAY_55647,93.76666666666668,91.72
ESSAY_55654,88.21777777777777,84.39333333333335
ESSAY_62299,94.62222222222222,92.13666666666668
ESSAY_37725,93.60777777777778,86.41888888888889
ESSAY_53307,94.74444444444444,91.67222222222222
ESSAY_62277,90.49111111111111,87.82555555555555
ESSAY_62276,97.55555555555556,91.13444444444444
ESSAY_62254,96.57777777777778,89.04555555555555
ESSAY_55610,98.20333333333333,90.13666666666668
ESSAY_49047,96.22333333333333,90.0588888888889
ESSAY_53311,95.72222222222221,85.70555555555555
ESSAY_62240,95.24555555555555,89.98444444444445
ESSAY_51311,63.64888888888889,88.31666666666668
ESSAY_42818,98.04444444444445,84.05
ESSAY_49028,100.0,89.7488888888889
ESSAY_51326,91.76222222222222,89.04555555555555
ESSAY_51316,92.44666666666667,90.61333333333332
ESSAY_80212,82.25333333333333,89.43333333333332
ESSAY_62293,96.05222222222221,87.84
ESSAY_51300,98.35,91.56666666666668
ESSAY_41181,86.07888888888888,68.61888888888889
ESSAY_32760,74.21111111111111,89.13333333333333
ESSAY_42825,98.53333333333333,88.79555555555555
ESSAY_55655,92.77666666666667,91.52444444444444
ESSAY_64690,75.1522222222222,89.52555555555556
ESSAY_51295,96.7,92.56666666666668
ESSAY_51223,48.2011111111111,54.13444444444444
ESSAY_51160,93.09444444444445,87.16111111111111
ESSAY_42756,99.02222222222221,92.65777777777778
ESSAY_63588,81.76444444444445,88.70333333333333
ESSAY_51187,100.0,89.97111111111111
ESSAY_51132,82.4,91.37444444444444
ESSAY_54935,73.90555555555555,68.91
ESSAY_51232,85.35777777777778,90.29777777777778
ESSAY_51245,98.35,86.95777777777778
ESSAY_53252,92.78888888888889,88.72
ESSAY_42855,95.73444444444445,90.71888888888888
ESSAY_64685,78.28111111111112,89.89555555555555
ESSAY_51281,100.0,90.74555555555555
ESSAY_42802,97.03,90.77555555555556
ESSAY_41162,91.95777777777778,89.01666666666668
ESSAY_80292,92.11666666666667,91.65777777777778
ESSAY_55644,88.53555555555555,85.97222222222221
ESSAY_77678,59.105555555555554,77.26
ESSAY_55664,90.51555555555555,86.94333333333334
ESSAY_80204,96.57777777777778,83.55666666666666
ESSAY_41194,96.56555555555556,89.12222222222222
ESSAY_39758,74.51666666666668,87.60777777777778
ESSAY_42767,86.37222222222222,82.74333333333334
ESSAY_42774,97.37222222222222,89.35777777777778
ESSAY_62290,88.82888888888888,90.04333333333334
ESSAY_49019,100.0,91.62666666666667
ESSAY_53251,99.02222222222221,93.77555555555556
ESSAY_51243,98.35,91.22333333333333
ESSAY_51257,100.0,90.92888888888889
ESSAY_53314,76.6888888888889,78.35222222222221
ESSAY_51275,96.39444444444445,84.20555555555555
ESSAY_80243,83.19444444444444,89.07666666666667
ESSAY_38871,97.37222222222222,90.2088888888889
ESSAY_63566,93.41222222222223,88.4
ESSAY_39719,70.27555555555556,81.71888888888888
ESSAY_51271,98.35,89.13333333333333
ESSAY_55635,98.20333333333333,92.07777777777778
ESSAY_51246,100.0,90.14888888888889
ESSAY_80255,75.99555555555555,85.77777777777779
ESSAY_36081,82.25333333333333,88.52111111111111
ESSAY_51366,92.66666666666667,91.59666666666666
ESSAY_37740,94.62222222222222,85.42
ESSAY_37313,92.61777777777777,90.35777777777778
ESSAY_41175,87.71666666666667,87.6
ESSAY_63594,74.57777777777778,86.24333333333334
ESSAY_42763,97.55555555555556,91.07444444444444
ESSAY_64683,77.26666666666668,90.88222222222223
ESSAY_64100,96.73666666666668,91.48111111111112
ESSAY_42809,98.53333333333333,84.22333333333333
ESSAY_51279,98.35,87.38444444444444
ESSAY_49042,100.0,90.52000000000001
ESSAY_42759,100.0,88.95333333333333
ESSAY_38136,81.3,89.6288888888889
ESSAY_42862,91.32222222222222,89.1088888888889
ESSAY_42889,100.0,89.97111111111111
ESSAY_64095,94.75666666666666,88.28444444444445
ESSAY_62239,95.73444444444445,92.97111111111111
ESSAY_51263,96.7,85.59666666666666
ESSAY_51239,85.37,87.52111111111111
ESSAY_78850,52.84555555555555,85.67
ESSAY_49025,100.0,89.48222222222223
ESSAY_41204,98.53333333333333,91.25333333333333
ESSAY_55640,92.61777777777777,89.08888888888889
ESSAY_38858,62.9,51.30444444444445
ESSAY_64680,83.53666666666668,89.28666666666668
ESSAY_62261,97.55555555555556,91.67444444444445
ESSAY_80227,83.85444444444445,91.77777777777779
ESSAY_32687,88.02222222222221,90.62777777777778
ESSAY_53275,100.0,91.85111111111111
ESSAY_51231,89.67222222222222,89.18111111111111
ESSAY_49054,92.1288888888889,91.77777777777779
ESSAY_38141,80.94555555555556,87.28777777777778
ESSAY_51170,82.24111111111111,81.5488888888889
ESSAY_51215,80.94555555555556,89.86888888888889
ESSAY_64669,80.21222222222222,91.62777777777778
ESSAY_42797,77.87777777777778,73.87333333333333
ESSAY_51233,96.05222222222221,90.62777777777778
ESSAY_49031,99.02222222222221,90.74555555555555
ESSAY_49038,99.02222222222221,83.77777777777779
ESSAY_38859,86.71444444444445,90.6888888888889
ESSAY_51358,99.5111111111111,90.10333333333332
ESSAY_51369,98.04444444444445,92.56666666666668
ESSAY_41133,96.5411111111111,91.85111111111111
ESSAY_49016,100.0,89.70444444444445
ESSAY_42834,100.0,90.01555555555555
ESSAY_51284,96.39444444444445,90.25333333333333
ESSAY_42850,98.04444444444445,84.19555555555556
ESSAY_51244,92.78888888888889,74.51888888888888
ESSAY_41197,94.25555555555556,87.6288888888889
ESSAY_57255,97.36,87.25571428571429
ESSAY_41040,78.03928571428571,69.76214285714286
ESSAY_62680,83.31928571428571,85.36928571428571
ESSAY_47164,71.25428571428571,61.045
ESSAY_33748,85.205,90.50928571428571
ESSAY_48722,91.2,70.99357142857143
ESSAY_39395,71.58,78.4807142857143
ESSAY_40421,72.81428571428572,79.99571428571429
ESSAY_45556,75.3442857142857,78.81571428571428
ESSAY_56473,77.32428571428571,81.1557142857143
ESSAY_41893,93.27428571428571,83.57428571428571
ESSAY_62811,83.94,83.41571428571429
ESSAY_36342,67.90357142857142,74.81071428571428
ESSAY_45632,83.0442857142857,82.9057142857143
ESSAY_61799,78.7307142857143,79.63071428571429
ESSAY_66680,72.77857142857142,61.606428571428566
ESSAY_50434,89.94285714285715,84.62071428571429
ESSAY_36345,94.94,90.3307142857143
ESSAY_45195,71.95,76.24071428571429
ESSAY_56345,70.59071428571428,77.07214285714285
ESSAY_33364,90.41428571428571,77.18071428571429
ESSAY_41855,90.65,66.27857142857142
ESSAY_48606,78.275,58.33642857142858
ESSAY_41877,86.54071428571429,81.68214285714285
ESSAY_40317,74.71571428571428,84.79071428571429
ESSAY_80070,67.385,84.3457142857143
ESSAY_45722,71.13071428571429,81.49071428571429
ESSAY_44355,79.41428571428571,87.77785714285714
ESSAY_66759,72.42142857142858,76.43214285714285
ESSAY_39417,57.32000000000001,63.58642857142858
ESSAY_45715,66.065,65.55357142857142
ESSAY_45194,55.004999999999995,57.30142857142857
ESSAY_56993,71.17999999999999,83.39714285714285
ESSAY_47334,81.52785714285714,55.14428571428571
ESSAY_54705,70.465,77.06571428571428
ESSAY_39553,60.79071428571429,71.93714285714286
ESSAY_66479,62.364285714285714,83.28571428571429
ESSAY_48719,89.25928571428571,78.63571428571429
ESSAY_45664,86.91,85.05571428571429
ESSAY_41842,98.67999999999999,86.93928571428572
ESSAY_39437,74.15,70.85357142857143
ESSAY_40927,85.205,72.42714285714285
ESSAY_53408,75.0142857142857,80.53571428571429
ESSAY_48496,97.36,78.05571428571429
ESSAY_57232,97.36,71.62071428571429
ESSAY_66600,52.64,69.40214285714285
ESSAY_37986,78.58928571428571,86.56071428571428
ESSAY_54706,75.61928571428571,75.69214285714285
ESSAY_48713,96.7942857142857,91.99071428571429
ESSAY_83458,84.655,89.93928571428572
ESSAY_39440,60.17999999999999,73.32214285714285
ESSAY_40741,97.85499999999999,92.38071428571429
ESSAY_45628,47.392857142857146,70.32714285714285
ESSAY_45456,51.779999999999994,80.2807142857143
ESSAY_48515,92.04071428571429,62.37857142857142
ESSAY_66530,70.0957142857143,67.41857142857143
ESSAY_62792,76.20071428571428,88.07071428571429
ESSAY_48708,91.76571428571428,79.17571428571429
ESSAY_45211,52.402857142857144,62.495000000000005
ESSAY_39540,62.82000000000001,72.54214285714286
ESSAY_47173,57.997142857142855,72.51214285714286
ESSAY_40925,93.235,84.9207142857143
ESSAY_45210,64.41499999999999,79.44214285714285
ESSAY_40414,54.25714285714285,58.83642857142858
ESSAY_40999,89.0,70.56214285714286
ESSAY_45718,85.7942857142857,80.93071428571429
ESSAY_40319,83.41357142857143,90.22785714285715
ESSAY_45088,86.87857142857142,57.46785714285714
ESSAY_63023,89.29071428571429,83.39571428571429
ESSAY_33699,75.61928571428571,79.7307142857143
ESSAY_47810,78.42428571428572,78.0142857142857
ESSAY_63012,90.7207142857143,69.035
ESSAY_47338,87.41285714285713,65.55499999999999
ESSAY_45454,54.73571428571429,75.56714285714285
ESSAY_57263,97.36,87.0307142857143
ESSAY_45219,70.025,71.50714285714285
ESSAY_54701,86.61928571428571,85.9207142857143
ESSAY_39590,62.15,78.14071428571428
ESSAY_47187,65.515,60.30499999999999
ESSAY_40286,70.96000000000001,71.51357142857144
ESSAY_66638,75.10071428571429,78.71214285714287
ESSAY_46211,88.87428571428572,85.24071428571429
ESSAY_47801,69.9857142857143,88.49571428571429
ESSAY_39184,93.49428571428571,79.70214285714285
ESSAY_57303,92.465,83.40214285714285
ESSAY_38057,90.595,78.41571428571429
ESSAY_39185,88.30857142857143,79.17928571428571
ESSAY_45094,73.9692857142857,66.525
ESSAY_40289,78.42428571428572,81.20071428571428
ESSAY_39378,63.84928571428571,73.92214285714286
ESSAY_45476,82.19571428571429,82.54714285714286
ESSAY_44336,59.64571428571429,65.065
ESSAY_48714,87.405,89.6392857142857
ESSAY_46213,81.025,75.26714285714286
ESSAY_47193,77.48928571428571,76.06714285714285
ESSAY_47347,92.53571428571429,64.94
ESSAY_57304,94.81428571428572,87.8307142857143
ESSAY_45227,60.64928571428571,58.975
ESSAY_56340,85.425,88.44571428571429
ESSAY_47199,72.46071428571429,75.62714285714284
ESSAY_39556,56.32000000000001,78.66714285714286
ESSAY_62836,80.97,91.11928571428571
ESSAY_40410,60.06,67.12857142857142
ESSAY_45207,80.82071428571429,88.07071428571429
ESSAY_47174,55.35071428571429,79.71571428571428
ESSAY_45225,53.33142857142857,71.38357142857143
ESSAY_35502,60.395,83.49571428571429
ESSAY_41885,96.92,76.13071428571429
ESSAY_36359,71.49428571428571,77.71571428571428
ESSAY_40978,91.62428571428572,80.21571428571428
ESSAY_48604,94.94,81.31571428571428
ESSAY_78930,85.425,88.94500000000001
ESSAY_41224,100.0,90.175
ESSAY_52763,90.265,89.375
ESSAY_43553,80.2,87.39
ESSAY_39987,73.82000000000001,86.02000000000001
ESSAY_80740,71.95,83.91499999999999
ESSAY_65052,94.115,81.275
ESSAY_36149,61.67,89.55
ESSAY_80765,79.815,86.495
ESSAY_65048,98.24,87.16499999999999
ESSAY_38941,100.0,90.49
ESSAY_52783,86.30499999999999,76.285
ESSAY_52696,87.78999999999999,87.44
ESSAY_39991,77.45,82.405
ESSAY_37894,79.705,77.775
ESSAY_43465,91.475,84.57000000000001
ESSAY_36156,82.565,82.47
ESSAY_38352,82.95,88.14500000000001
ESSAY_38939,94.885,81.3
ESSAY_37405,95.545,89.575
ESSAY_65005,89.275,85.41499999999999
ESSAY_52761,89.05499999999999,86.59
ESSAY_65068,96.47999999999999,87.84
ESSAY_40010,62.665,85.745
ESSAY_52649,83.58500000000001,81.625
ESSAY_52774,89.77000000000001,87.19
ESSAY_63208,76.38,81.505
ESSAY_43542,93.95,84.875
ESSAY_77684,79.925,87.785
ESSAY_39091,76.515,85.89
ESSAY_41261,92.245,86.365
ESSAY_41249,94.885,85.925
ESSAY_65029,79.045,87.095
ESSAY_55975,57.825,60.645
ESSAY_43544,94.225,87.31
ESSAY_80707,73.17999999999999,87.46000000000001
ESSAY_79741,97.525,84.55
ESSAY_38348,90.21000000000001,87.615
ESSAY_52651,66.705,78.4
ESSAY_63615,92.96000000000001,89.26
ESSAY_37872,86.41499999999999,89.39
ESSAY_56028,76.845,83.11
ESSAY_79745,89.99,83.09
ESSAY_37879,96.92,86.58
ESSAY_43462,83.39,79.69
ESSAY_37895,81.465,85.84
ESSAY_43453,89.11,84.72
ESSAY_55986,50.010000000000005,56.54
ESSAY_49248,85.47999999999999,86.865
ESSAY_37397,93.51,88.10499999999999
ESSAY_39983,76.075,86.33
ESSAY_49251,84.325,84.02000000000001
ESSAY_52745,88.505,85.67
ESSAY_41220,82.4,87.55499999999999
ESSAY_65037,93.84,85.115
ESSAY_55991,71.015,88.235
ESSAY_63224,81.245,84.07000000000001
ESSAY_32732,86.8,85.825
ESSAY_33080,89.55,88.33
ESSAY_63618,96.47999999999999,89.015
ESSAY_80736,98.075,89.33
ESSAY_40009,76.35,89.30499999999999
ESSAY_80731,78.275,86.02000000000001
ESSAY_43567,83.885,81.675
ESSAY_64248,68.32000000000001,77.26
ESSAY_63228,80.31,87.99
ESSAY_38366,85.7,85.26
ESSAY_52652,89.22,89.08
ESSAY_52779,85.03999999999999,81.935
ESSAY_54978,95.16,90.255
ESSAY_52657,83.115,56.735
ESSAY_55979,86.41499999999999,85.975
ESSAY_40015,79.155,88.46000000000001
ESSAY_80743,89.55,87.65
ESSAY_63605,78.16499999999999,84.09
ESSAY_79753,64.045,74.015
ESSAY_80750,95.325,86.46000000000001
ESSAY_53368,98.24,87.6
ESSAY_52720,83.17,82.15
ESSAY_80718,87.67999999999999,84.19500000000001
ESSAY_38948,98.24,89.21000000000001
ESSAY_43468,90.925,76.245
ESSAY_40646,97.08500000000001,89.31
ESSAY_52677,63.825,80.465
ESSAY_43454,96.59,88.53
ESSAY_56032,96.535,84.6
ESSAY_53058,78.275,81.67
ESSAY_39989,86.8,90.175
ESSAY_80774,87.78999999999999,88.33
ESSAY_80690,72.905,87.115
ESSAY_49278,86.41499999999999,78.86
ESSAY_43475,78.715,86.015
ESSAY_63619,96.47999999999999,86.62
ESSAY_80752,90.76,87.84
ESSAY_40011,81.19,89.30499999999999
ESSAY_65049,94.28,86.89
ESSAY_55990,79.87,84.91499999999999
ESSAY_77340,95.6,87.22999999999999
ESSAY_53084,95.27000000000001,88.74
ESSAY_77311,96.59,89.38
ESSAY_57362,96.03999999999999,92.98
ESSAY_77308,94.39,87.28999999999999
ESSAY_83536,87.02000000000001,92.31
ESSAY_77303,90.42999999999999,90.25999999999999
ESSAY_69951,89.66,91.16
ESSAY_78961,94.28,87.92
ESSAY_57376,95.38000000000001,93.14
ESSAY_57368,94.06,91.85
ESSAY_77345,93.84,90.28
ESSAY_69947,83.72,89.35
ESSAY_74083,91.85999999999999,90.42999999999999
ESSAY_44526,100.0,91.47999999999999
ESSAY_84413,88.67,90.28999999999999
ESSAY_77319,93.95,89.16
ESSAY_80905,90.1,90.08
ESSAY_81253,86.36,92.96000000000001
ESSAY_78973,89.66,88.29
ESSAY_83825,75.8,88.65
ESSAY_64508,94.72,89.25999999999999
ESSAY_69964,88.44999999999999,90.35
ESSAY_57377,96.03999999999999,91.55
ESSAY_77333,92.85,88.9
ESSAY_83528,83.28,87.92
ESSAY_80913,82.07000000000001,87.4
ESSAY_38808,86.58000000000001,91.01
ESSAY_77341,91.86,86.75
ESSAY_80889,98.24,83.67
ESSAY_38401,89.66000000000001,88.74000000000001
ESSAY_83556,94.83,87.47
ESSAY_38810,90.65,91.56
ESSAY_61029,92.41,86.68
ESSAY_84390,78.44000000000001,87.38
ESSAY_78978,93.4,92.11999999999999
ESSAY_80914,85.7,87.56
ESSAY_80907,84.49,88.83000000000001
ESSAY_64309,97.36,91.22
ESSAY_45940,100.0,91.53
ESSAY_83831,84.49000000000001,90.16000000000001
ESSAY_53086,98.67999999999999,90.55
ESSAY_64506,96.7,87.05999999999999
ESSAY_81254,84.71,91.92
ESSAY_45944,100.0,90.41
ESSAY_78992,90.98,92.14000000000001
ESSAY_74085,89.54999999999998,85.07
ESSAY_78985,94.72,90.83000000000001
ESSAY_74094,94.28,89.96000000000001
ESSAY_68335,95.6,89.06
ESSAY_59429,89.66,90.24000000000001
ESSAY_70850,96.7,87.75
ESSAY_70849,98.02000000000001,87.7
ESSAY_68459,94.61,78.85
ESSAY_54330,94.72,88.37
ESSAY_54360,97.36,89.49
ESSAY_73125,96.03999999999999,85.12
ESSAY_70889,87.9,88.78999999999999
ESSAY_59370,81.96,88.50999999999999
ESSAY_65094,98.67999999999999,89.97
ESSAY_75210,80.42,86.55
ESSAY_59412,82.51,89.08999999999999
ESSAY_78131,92.96,89.17
ESSAY_59353,83.72,90.22999999999999
ESSAY_68345,91.2,89.41
ESSAY_82775,89.66,80.99
ESSAY_75248,76.79,89.21
ESSAY_82708,91.64,88.26
ESSAY_82811,84.16,89.69000000000001
ESSAY_68471,98.24,87.63
ESSAY_33205,79.32000000000001,88.12
ESSAY_68343,90.53999999999999,91.32000000000001
ESSAY_82807,80.85999999999999,89.1
ESSAY_75212,88.12,87.62
ESSAY_65392,94.39,88.76
ESSAY_82747,85.47999999999999,91.33
ESSAY_78126,93.4,87.47999999999999
ESSAY_52286,84.27000000000001,88.03
ESSAY_59468,80.75,85.42999999999999
ESSAY_70844,92.85,89.25
ESSAY_82752,84.16,90.81
ESSAY_43788,91.09,83.25
ESSAY_59337,86.36,90.8
ESSAY_68331,94.94,88.4
ESSAY_68377,96.92,90.42
ESSAY_70845,92.3,87.31
ESSAY_70871,94.5,89.47999999999999
ESSAY_59334,85.03999999999999,90.72
ESSAY_59422,85.03999999999999,89.24
ESSAY_65377,90.65,89.64
ESSAY_68340,89.88,89.84
ESSAY_68449,96.92,89.41999999999999
ESSAY_82704,95.6,88.96000000000001
ESSAY_78120,89.66,90.36000000000001
ESSAY_73067,80.64000000000001,89.18
ESSAY_73051,88.45,90.69
ESSAY_68386,96.92,90.21000000000001
ESSAY_59470,78.99000000000001,87.49
ESSAY_75190,79.76000000000002,87.86
ESSAY_78138,88.67,88.69
ESSAY_70893,96.92,88.17999999999999
ESSAY_54331,96.37,90.50999999999999
ESSAY_78122,93.62,88.66
ESSAY_59413,78.0,88.53999999999999
ESSAY_75232,85.37,85.95
ESSAY_70851,94.72,86.33000000000001
ESSAY_59433,87.78999999999999,90.92999999999999
ESSAY_59391,77.12,86.59
ESSAY_59301,89.33,89.37
ESSAY_59446,84.16,87.79999999999998
ESSAY_82755,96.7,89.66000000000001
ESSAY_73072,88.34,90.45
ESSAY_70866,99.56,89.51
ESSAY_75179,81.52000000000001,88.42
ESSAY_43780,68.87,84.68
ESSAY_70837,93.4,85.91
ESSAY_54361,96.7,88.24000000000001
ESSAY_82800,86.14,87.71000000000001
ESSAY_75188,87.13,91.66
ESSAY_43774,86.14,88.1
ESSAY_75163,74.7,84.95
ESSAY_32819,76.57000000000001,84.92999999999999
ESSAY_65380,87.57000000000001,86.7
ESSAY_73049,90.97999999999999,90.97
ESSAY_68483,98.24,89.55
ESSAY_59461,88.00999999999999,88.09
ESSAY_70843,96.03999999999999,90.0
ESSAY_65385,88.34,90.24000000000001
ESSAY_75260,87.67999999999999,88.21
ESSAY_59321,67.95,74.35
ESSAY_73063,85.81,90.18
ESSAY_82818,84.82,91.51
ESSAY_82733,81.19,86.13
ESSAY_65375,87.57000000000001,85.10999999999999
ESSAY_59447,89.0,89.17999999999999
ESSAY_59398,83.28,84.88
ESSAY_59459,82.95,90.09
ESSAY_68472,98.24,88.37
ESSAY_78105,92.3,90.63999999999999
ESSAY_82808,81.19,89.53
ESSAY_70885,92.08,89.91000000000001
ESSAY_32811,91.53,87.85
ESSAY_70826,92.41,89.28999999999999
ESSAY_65379,87.9,88.42
ESSAY_82691,94.28,86.51
ESSAY_82824,81.19000000000001,89.88
ESSAY_54622,92.52000000000001,86.34
ESSAY_73114,95.38,90.24000000000001
ESSAY_68463,98.24,89.21000000000001
ESSAY_70100,78.71587301587302,82.52619047619048
ESSAY_79218,74.15,72.47301587301588
ESSAY_79203,81.3436507936508,80.84761904761905
ESSAY_84055,78.33174603174604,83.68809523809524
ESSAY_70117,86.7563492063492,90.10555555555555
ESSAY_80986,86.634126984127,87.28888888888889
ESSAY_64533,92.3,84.47619047619048
ESSAY_77461,90.80714285714285,86.02460317460317
ESSAY_79156,82.00714285714285,82.8436507936508
ESSAY_64537,72.83174603174604,87.82301587301588
ESSAY_77579,79.27460317460317,85.93015873015872
ESSAY_79313,86.08412698412698,86.44365079365079
ESSAY_77555,85.63015873015873,86.64761904761905
ESSAY_64548,74.78730158730158,88.57460317460317
ESSAY_64556,78.94285714285715,81.91587301587302
ESSAY_80990,92.85,87.1079365079365
ESSAY_79229,87.46349206349205,84.11031746031746
ESSAY_70090,84.37301587301587,82.94603174603175
ESSAY_79243,71.12936507936509,81.96746031746031
ESSAY_77551,84.55634920634921,86.93015873015872
ESSAY_64558,95.6,82.08492063492062
ESSAY_84048,80.04285714285714,85.91349206349206
ESSAY_64535,92.92857142857142,87.09126984126983
ESSAY_83617,83.115873015873,81.61825396825397
ESSAY_77475,93.67063492063491,89.53412698412698
ESSAY_84047,78.33174603174604,72.01507936507937
ESSAY_77474,86.87857142857142,90.29285714285714
ESSAY_70071,79.14365079365079,87.01587301587301
ESSAY_77578,80.28730158730158,87.08253968253969
ESSAY_84049,77.35396825396825,79.68412698412699
ESSAY_79210,87.94365079365079,82.1515873015873
ESSAY_84050,81.78888888888889,73.80634920634921
ESSAY_79250,83.84920634920636,89.70555555555555
ESSAY_70047,87.51587301587301,86.13888888888889
ESSAY_79148,81.3873015873016,86.865873015873
ESSAY_79115,78.4888888888889,81.95476190476191
ESSAY_64523,93.24285714285715,85.08253968253969
ESSAY_77517,81.64920634920635,85.34603174603174
ESSAY_77483,82.52222222222221,85.74920634920635
ESSAY_74123,84.41666666666666,84.88809523809525
ESSAY_77576,83.18571428571428,85.09920634920636
ESSAY_77572,83.03730158730158,83.44047619047619
ESSAY_77580,82.17301587301588,85.15238095238095
ESSAY_84017,86.72142857142858,81.95238095238095
ESSAY_77512,83.36031746031746,83.68730158730159
ESSAY_79101,81.91111111111111,83.68174603174603
ESSAY_79202,59.81984126984128,69.24285714285715
ESSAY_83987,86.97460317460317,89.4420634920635
ESSAY_77565,83.29920634920634,85.33333333333334
ESSAY_79177,76.31507936507937,81.81825396825397
